"project_id","deployment_id","placename","is_blank","class","genus","species","common_name","timestamp","number_of_objects","animal_count","event_id","event_duration","event_groupsize","event_observations"
"Gate12","-2845.706_4_3","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-11-21 16:44:36,1,1,"E0277",0,1,1
"Gate12","-2845.706_4_3","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-11-22 15:09:58,1,1,"E0278",1161,1,9
"Gate12","-2845.706_4_3","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-11-22 15:10:00,1,1,"E0278",1161,1,9
"Gate12","-2845.706_4_3","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-11-22 15:13:00,1,1,"E0278",1161,1,9
"Gate12","-2845.706_4_3","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-11-22 15:14:00,1,1,"E0278",1161,1,9
"Gate12","-2845.706_4_3","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-11-22 15:15:00,1,1,"E0278",1161,1,9
"Gate12","-2845.706_4_3","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-11-22 15:15:00,1,1,"E0278",1161,1,9
"Gate12","-2845.706_4_3","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-11-22 15:23:00,1,1,"E0278",1161,1,9
"Gate12","-2845.706_4_3","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-11-22 15:23:00,1,1,"E0278",1161,1,9
"Gate12","-2845.706_4_3","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-11-22 15:29:19,1,1,"E0278",1161,1,9
"Gate12","-2845.706_4_3","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-11-22 16:22:10,1,1,"E0279",0,1,1
"Gate12","-2845.706_4_3","-2845.706",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-23 06:06:54,1,1,"E0280",0,1,1
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-19 15:46:30,1,1,"E0281",216,1,6
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-19 15:47:18,1,1,"E0281",216,1,6
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-19 15:47:46,1,1,"E0281",216,1,6
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-19 15:48:00,1,1,"E0281",216,1,6
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-19 15:48:21,1,1,"E0281",216,1,6
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-19 15:50:06,1,1,"E0281",216,1,6
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Zenaida","macroura","Mourning dove",2022-12-20 08:07:53,3,3,"E0282",0,3,1
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-20 08:29:31,1,1,"E0283",0,1,1
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-20 13:07:33,1,1,"E0284",0,1,1
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-20 15:12:58,1,1,"E0285",28,1,2
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-20 15:13:26,1,1,"E0285",28,1,2
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-21 08:06:52,1,1,"E0286",0,1,1
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-21 13:36:17,1,1,"E0287",13,1,2
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-21 13:36:30,1,1,"E0287",13,1,2
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-12-22 17:15:38,2,2,"E0288",0,2,1
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-12-22 18:14:28,1,1,"E0289",0,1,1
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Didelphis","virginiana","Virginia opossum",2022-12-23 03:33:30,1,1,"E0290",0,1,1
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-23 16:13:56,1,1,"E0291",602,1,3
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-23 16:23:31,1,1,"E0291",602,1,3
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-23 16:23:58,1,1,"E0291",602,1,3
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Mus","sp.","Mouse",2022-12-23 18:07:31,1,1,"E0292",0,1,1
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-24 08:27:19,1,1,"E0293",0,1,1
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-24 14:37:24,1,1,"E0294",942,2,2
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-24 14:53:06,2,2,"E0294",942,2,2
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-24 16:43:30,1,1,"E0295",14,1,2
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-24 16:43:44,1,1,"E0295",14,1,2
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-25 14:20:10,1,1,"E0296",0,1,1
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-26 07:05:10,1,1,"E0297",0,1,1
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-26 17:29:08,1,1,"E0298",0,1,1
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-27 07:06:41,1,1,"E0299",0,1,1
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-27 08:01:25,1,1,"E0300",1049,1,2
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-27 08:18:54,1,1,"E0300",1049,1,2
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-27 09:03:54,1,1,"E0301",0,1,1
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-28 06:53:28,1,1,"E0302",0,1,1
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-28 07:23:37,1,1,"E0303",63,1,3
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-28 07:24:17,1,1,"E0303",63,1,3
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-28 07:24:40,1,1,"E0303",63,1,3
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-28 08:47:47,1,1,"E0304",0,1,1
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-28 11:00:53,1,1,"E0305",0,1,1
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-28 11:36:32,1,1,"E0306",74,1,2
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-28 11:37:46,1,1,"E0306",74,1,2
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-28 14:34:55,1,1,"E0307",99,1,3
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-28 14:36:07,1,1,"E0307",99,1,3
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-28 14:36:34,1,1,"E0307",99,1,3
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-28 15:53:10,1,1,"E0308",0,1,1
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-28 17:07:35,1,1,"E0309",1700,1,2
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-12-28 17:35:55,1,1,"E0309",1700,1,2
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Procyon","lotor","Common Raccoon",2022-12-29 03:06:15,1,1,"E0310",14,1,2
"Gate12","-2845.706_4_4","-2845.706",0,"Mammalia","Procyon","lotor","Common Raccoon",2022-12-29 03:06:29,1,1,"E0310",14,1,2
"Gate12","-2845.707_9_1","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-19 22:20:00,1,1,"E0311",60,1,3
"Gate12","-2845.707_9_1","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-19 22:20:00,1,1,"E0311",60,1,3
"Gate12","-2845.707_9_1","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-19 22:21:00,1,1,"E0311",60,1,3
"Gate12","-2845.707_9_1","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-20 02:43:00,1,1,"E0312",0,1,1
"Gate12","-2845.707_9_1","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-20 22:14:00,1,1,"E0313",1620,1,2
"Gate12","-2845.707_9_1","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-20 22:41:00,1,1,"E0313",1620,1,2
"Gate12","-2845.707_9_1","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-23 03:56:00,1,1,"E0314",0,1,1
"Gate12","-2845.707_9_1","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-23 04:51:00,1,1,"E0315",0,1,1
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 00:32:00,1,1,"E0316",420,2,19
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 00:32:00,1,1,"E0316",420,2,19
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 00:33:00,2,2,"E0316",420,2,19
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 00:33:00,2,2,"E0316",420,2,19
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 00:36:00,1,1,"E0316",420,2,19
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 00:36:00,1,1,"E0316",420,2,19
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 00:36:00,1,1,"E0316",420,2,19
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 00:36:00,1,1,"E0316",420,2,19
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 00:36:00,2,2,"E0316",420,2,19
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 00:36:00,2,2,"E0316",420,2,19
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 00:37:00,2,2,"E0316",420,2,19
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 00:37:00,2,2,"E0316",420,2,19
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 00:38:00,1,1,"E0316",420,2,19
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 00:38:00,1,1,"E0316",420,2,19
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 00:38:00,1,1,"E0316",420,2,19
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 00:38:00,1,1,"E0316",420,2,19
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 00:38:00,1,1,"E0316",420,2,19
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 00:39:00,1,1,"E0316",420,2,19
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 00:39:00,1,1,"E0316",420,2,19
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 01:33:00,1,1,"E0317",0,1,1
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 04:02:00,1,1,"E0318",0,1,2
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 04:02:00,1,1,"E0318",0,1,2
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 23:57:00,1,1,"E0319",0,1,2
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-01 23:57:00,1,1,"E0319",0,1,2
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-02 06:46:00,1,1,"E0320",0,1,1
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Procyon","lotor","Common Raccoon",2022-11-03 06:46:00,1,1,"E0321",0,1,4
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Procyon","lotor","Common Raccoon",2022-11-03 06:46:00,1,1,"E0321",0,1,4
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Procyon","lotor","Common Raccoon",2022-11-03 06:46:00,1,1,"E0321",0,1,4
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Procyon","lotor","Common Raccoon",2022-11-03 06:46:00,1,1,"E0321",0,1,4
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-03 22:43:00,1,1,"E0322",0,1,4
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-03 22:43:00,1,1,"E0322",0,1,4
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-03 22:43:00,1,1,"E0322",0,1,4
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-03 22:43:00,1,1,"E0322",0,1,4
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-04 22:08:00,1,1,"E0323",0,1,2
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-04 22:08:00,1,1,"E0323",0,1,2
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-05 00:35:00,1,1,"E0324",0,1,2
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-05 00:35:00,1,1,"E0324",0,1,2
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-05 12:51:00,1,1,"E0325",420,1,6
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-05 12:51:00,1,1,"E0325",420,1,6
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-05 12:51:00,1,1,"E0325",420,1,6
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-05 12:51:00,1,1,"E0325",420,1,6
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-05 12:58:00,1,1,"E0325",420,1,6
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-05 12:58:00,1,1,"E0325",420,1,6
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-05 22:53:00,1,1,"E0326",0,1,2
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-05 22:53:00,1,1,"E0326",0,1,2
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-06 01:23:00,1,1,"E0327",240,1,4
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-06 01:23:00,1,1,"E0327",240,1,4
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-06 01:27:00,1,1,"E0327",240,1,4
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-06 01:27:00,1,1,"E0327",240,1,4
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-06 02:12:00,1,1,"E0328",120,1,3
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-06 02:12:00,1,1,"E0328",120,1,3
"Gate12","-2845.707_9_2","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-06 02:14:00,1,1,"E0328",120,1,3
"Gate12","-2845.707_9_3","-2845.707",0,"Mammalia","Procyon","lotor","Common Raccoon",2022-11-15 03:42:00,1,1,"E0329",0,1,2
"Gate12","-2845.707_9_3","-2845.707",0,"Mammalia","Procyon","lotor","Common Raccoon",2022-11-15 03:42:00,1,1,"E0329",0,1,2
"Gate12","-2845.707_9_4","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-12-20 04:46:00,1,1,"E0330",0,1,2
"Gate12","-2845.707_9_4","-2845.707",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-12-20 04:46:00,1,1,"E0330",0,1,2
"Gate12","-2845.733_5_1","-2845.733",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-18 02:05:47,1,1,"E0331",0,1,1
"Gate12","-2845.733_5_1","-2845.733",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-21 07:14:20,2,2,"E0332",0,2,1
"Gate12","-2845.733_5_1","-2845.733",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-23 08:37:20,1,1,"E0333",0,1,1
"Gate12","-2845.733_5_3","-2845.733",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-15 11:05:43,1,1,"E0334",18,1,2
"Gate12","-2845.733_5_3","-2845.733",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-15 11:06:01,1,1,"E0334",18,1,2
"Gate12","-2845.733_5_3","-2845.733",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-15 13:08:08,1,1,"E0335",0,1,1
"Gate12","-2845.733_5_3","-2845.733",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-15 15:02:41,1,1,"E0336",0,1,1
"Gate12","-2845.733_5_3","-2845.733",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-17 01:57:58,1,1,"E0337",0,1,1
"Gate12","-2845.733_5_3","-2845.733",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-17 18:20:56,1,1,"E0338",0,1,1
"Gate12","-2845.733_5_3","-2845.733",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-18 02:02:47,1,1,"E0339",76,1,3
"Gate12","-2845.733_5_3","-2845.733",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-18 02:03:39,1,1,"E0339",76,1,3
"Gate12","-2845.733_5_3","-2845.733",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-18 02:04:03,1,1,"E0339",76,1,3
"Gate12","-2845.745_7_3","-2845.745",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-11-20 19:51:10,1,1,"E0340",0,1,1
"Gate12","-2845.745_7_4","-2845.745",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-12-27 15:14:44,1,1,"E0341",0,1,1
"Gate12","-2845.745_7_4","-2845.745",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-12-27 15:57:35,3,3,"E0342",13,3,2
"Gate12","-2845.745_7_4","-2845.745",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-12-27 15:57:48,3,3,"E0342",13,3,2
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-18 09:13:52,1,1,"E0343",0,1,1
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-18 18:23:56,1,1,"E0344",209,1,3
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-18 18:27:12,1,1,"E0344",209,1,3
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-18 18:27:25,1,1,"E0344",209,1,3
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-19 01:58:36,1,1,"E0345",47,1,2
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-19 01:59:23,1,1,"E0345",47,1,2
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-19 06:53:46,1,1,"E0346",691,2,6
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-19 06:54:11,1,1,"E0346",691,2,6
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-19 06:54:26,1,1,"E0346",691,2,6
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-19 07:04:48,1,1,"E0346",691,2,6
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-19 07:05:03,1,1,"E0346",691,2,6
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-19 07:05:17,2,2,"E0346",691,2,6
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-19 09:07:53,1,1,"E0347",0,1,1
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Sciurus","carolinensis","Gray squirrel",2022-10-19 09:19:41,1,1,"E0348",0,1,1
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-19 18:53:27,1,1,"E0349",41,2,4
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-19 18:53:42,2,2,"E0349",41,2,4
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-19 18:53:54,1,1,"E0349",41,2,4
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-19 18:54:08,1,1,"E0349",41,2,4
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-20 02:35:19,1,1,"E0350",1593,1,7
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-20 02:35:58,1,1,"E0350",1593,1,7
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-20 02:43:46,1,1,"E0350",1593,1,7
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-20 02:44:36,1,1,"E0350",1593,1,7
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-20 02:45:31,1,1,"E0350",1593,1,7
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-20 02:46:29,1,1,"E0350",1593,1,7
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-20 03:01:52,1,1,"E0350",1593,1,7
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-20 06:28:20,1,1,"E0351",0,1,1
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-20 19:37:19,1,1,"E0352",0,1,1
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-20 23:20:39,1,1,"E0353",32,1,3
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-20 23:20:53,1,1,"E0353",32,1,3
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-20 23:21:11,1,1,"E0353",32,1,3
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-20 23:51:23,1,1,"E0354",0,1,1
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-21 01:09:23,1,1,"E0355",0,1,1
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-21 07:20:56,1,1,"E0356",40,1,4
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-21 07:21:09,1,1,"E0356",40,1,4
"Gate12","-2845.746_8_1","-2845.746",0,"Mammalia","Odocoileus","virginianus","White-tailed deer",2022-10-21 07:21:22,1,1,"E0356",40,1,4
