project_id,deployment_id,placename,image_id,filename,location,is_blank,identified_by,wi_taxon_id,class,order,family,genus,species,common_name,uncertainty,timestamp,number_of_objects,age,sex,animal_recognizable,individual_id,individual_animal_notes,behavior,highlighted,markings,cv_confidence,license
DF_2022,G12_03_202203_44851,G12_03,Unknown,Unknown,NA,0,Kelly Bruno,NA,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,White-tailed deer,NA,10/20/2022 6:55,4,NA,NA,NA,NA,,NA,NA,NA,NA,
DF_2022,G12_03_202203_44851,G12_03,Unknown,Unknown,NA,0,Kelly Bruno,NA,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,White-tailed deer,NA,10/20/2022 6:55,4,NA,NA,NA,NA,,NA,NA,NA,NA,
DF_2022,G12_03_202203_44851,G12_03,Unknown,Unknown,NA,0,Kelly Bruno,NA,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,White-tailed deer,NA,10/20/2022 6:56,4,NA,NA,NA,NA,,NA,NA,NA,NA,
DF_2022,G12_03_202203_44851,G12_03,Unknown,Unknown,NA,0,Kelly Bruno,NA,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,White-tailed deer,NA,10/20/2022 6:57,1,NA,NA,NA,NA,,NA,NA,NA,NA,
DF_2022,G12_03_202203_44851,G12_03,Unknown,Unknown,NA,0,Kelly Bruno,NA,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,White-tailed deer,NA,10/20/2022 6:57,1,NA,NA,NA,NA,,NA,NA,NA,NA,
DF_2022,G12_03_202203_44851,G12_03,Unknown,Unknown,NA,0,Kelly Bruno,NA,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,White-tailed deer,NA,10/20/2022 6:57,1,NA,NA,NA,NA,,NA,NA,NA,NA,
DF_2022,G12_03_202203_44851,G12_03,Unknown,Unknown,NA,0,Kelly Bruno,NA,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,White-tailed deer,NA,10/20/2022 6:57,1,NA,NA,NA,NA,,NA,NA,NA,NA,
DF_2022,G12_03_202203_44851,G12_03,Unknown,Unknown,NA,0,Kelly Bruno,NA,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,White-tailed deer,NA,10/20/2022 6:57,1,NA,NA,NA,NA,,NA,NA,NA,NA,
DF_2022,G12_03_202203_44851,G12_03,Unknown,Unknown,NA,0,Kelly Bruno,NA,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,White-tailed deer,NA,10/20/2022 6:58,1,NA,NA,NA,NA,,NA,NA,NA,NA,
DF_2022,G12_03_202203_44851,G12_03,Unknown,Unknown,NA,0,Kelly Bruno,NA,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,White-tailed deer,NA,10/20/2022 6:58,1,NA,NA,NA,NA,,NA,NA,NA,NA,
DF_2022,G12_03_202203_44851,G12_03,Unknown,Unknown,NA,0,Kelly Bruno,NA,Mammalia,Rodentia,Scuridae,Sciurus,carolinensis,Gray squirrel,NA,10/20/2022 18:33,1,NA,NA,NA,NA,,NA,NA,NA,NA,
DF_2022,G12_03_202203_44851,G12_03,Unknown,Unknown,NA,0,Kelly Bruno,NA,Mammalia,Rodentia,Scuridae,Sciurus,carolinensis,Gray squirrel,NA,10/20/2022 18:34,1,NA,NA,NA,NA,,NA,NA,NA,NA,
DF_2022,G12_03_202203_44851,G12_03,Unknown,Unknown,NA,0,Kelly Bruno,NA,Mammalia,Rodentia,Scuridae,Sciurus,carolinensis,Gray squirrel,NA,10/20/2022 18:35,1,NA,NA,NA,NA,,NA,NA,NA,NA,
DF_2022,G12_03_202203_44851,G12_03,Unknown,Unknown,NA,0,Kelly Bruno,NA,Mammalia,Rodentia,Scuridae,Sciurus,carolinensis,Gray squirrel,NA,10/20/2022 18:35,1,NA,NA,NA,NA,,NA,NA,NA,NA,
DF_2022,G12_03_202203_44851,G12_03,Unknown,Unknown,NA,0,Kelly Bruno,NA,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,White-tailed deer,NA,10/20/2022 18:35,1,NA,NA,NA,NA,,NA,NA,NA,NA,
DF_2022,G12_03_202203_44851,G12_03,Unknown,Unknown,NA,0,Kelly Bruno,NA,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,White-tailed deer,NA,10/20/2022 20:22,1,NA,NA,NA,NA,,NA,NA,NA,NA,
DF_2022,G12_03_202203_44851,G12_03,Unknown,Unknown,NA,0,Kelly Bruno,NA,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Common Racoon,NA,10/20/2022 22:09,1,NA,NA,NA,NA,,NA,NA,NA,NA,
