project_id,camera_id,camera_name,make,model,serial_number,year_purchased
12022,202201,KB1,Vikeri,NA,NA,NA
12022,202202,KB2,Vikeri,NA,NA,NA
12022,202203,KB3,GardePro,NA,NA,NA
12022,202204,KB4,GardePro,NA,NA,NA
12022,202205,KB5,GardePro,NA,NA,NA
12022,202206,KB6,GardePro,NA,NA,NA
12022,202207,KB7,GardePro,NA,NA,NA
12022,202208,KB8,GardePro,NA,NA,NA
12022,202209,KB9,Vikeri,NA,NA,NA
12022,202210,KB10,Vikeri,NA,NA,NA
12022,202211,KB11,GardePro,NA,NA,NA
12022,202212,KB12,GardePro,NA,NA,NA
